section_id,land_section_name
95,萬芳段四小段
96,公訓段一小段
97,公訓段二小段
98,公訓段三小段
99,興泰段一小段
100,興泰段二小段
101,興泰段三小段
102,木柵段一小段
103,木柵段二小段
104,木柵段三小段
105,木柵段四小段
106,富德段一小段
107,富德段二小段
108,富德段三小段
109,博嘉段一小段
110,博嘉段二小段
111,博嘉段三小段
112,博嘉段四小段
113,老泉段一小段
114,老泉段二小段
115,老泉段三小段
116,老泉段四小段
117,指南段一小段
118,指南段二小段
119,指南段三小段
120,指南段四小段
121,頭廷段一小段
122,頭廷段二小段
123,頭廷段三小段
124,頭廷段四小段
125,草湳段一小段
126,草湳段二小段
127,草湳段三小段
128,政大段一小段
129,政大段二小段
130,政大段三小段
131,政大段四小段
132,政大段五小段
133,公園段二小段
134,公園段三小段
135,城中段一小段
136,城中段二小段
137,城中段三小段
138,中正段一小段
139,中正段二小段
140,中正段三小段
141,臨沂段一小段
142,臨沂段二小段
143,臨沂段三小段
144,臨沂段四小段
145,成功段一小段
146,成功段二小段
147,成功段三小段
148,公園段一小段
149,青年段一小段
150,青年段二小段
151,雙園段一小段
152,雙園段二小段
153,雙園段三小段
154,莒光段一小段
155,莒光段二小段
156,莒光段三小段
157,莒光段四小段
158,華中段一小段
159,華中段二小段
160,華中段三小段
161,華中段四小段
162,華江段一小段
163,華江段二小段
164,華江段三小段
165,萬大段一小段
166,萬大段二小段
167,直興段一小段
168,直興段二小段
169,直興段三小段
170,萬華段一小段
171,萬華段二小段
172,漢中段一小段
173,漢中段二小段
174,漢中段三小段
175,龍山段一小段
176,龍山段二小段
177,福星段一小段
178,福星段二小段
179,福星段三小段
180,福星段四小段
181,圓環段一小段
182,圓環段二小段
183,圓環段三小段
184,巿府段一小段
185,巿府段二小段
186,巿府段三小段
187,延平段一小段
188,延平段二小段
189,延平段三小段
190,玉泉段一小段
191,玉泉段二小段
192,迪化段一小段
193,迪化段二小段
194,迪化段三小段
195,大龍段一小段
196,大龍段二小段
197,大龍段三小段
198,橋北段一小段
199,橋北段二小段
200,橋北段三小段
201,大同段一小段
202,大同段二小段
203,文昌段一小段
204,文昌段二小段
205,雙連段一小段
206,雙連段二小段
207,雙連段三小段
208,中山段一小段
209,中山段二小段
210,中山段三小段
211,中山段四小段
212,北安段
213,北安段一小段
214,北安段二小段
215,北安段三小段
216,北安段四小段
217,北安段五小段
218,正義段一小段
219,正義段二小段
220,正義段三小段
221,正義段四小段
222,吉林段一小段
223,吉林段二小段
224,吉林段三小段
225,吉林段四小段
226,吉林段五小段
227,長安段一小段
228,長安段二小段
229,長安段三小段
230,長安段四小段
231,長春段一小段
232,長春段二小段
233,長春段三小段
234,榮星段一小段
235,榮星段二小段
236,榮星段三小段
237,榮星段四小段
238,榮星段五小段
239,榮星段六小段
240,榮星段七小段
241,榮星段八小段
242,德惠段一小段
243,德惠段二小段
244,德惠段三小段
245,德惠段四小段
246,詔安段一小段
247,詔安段二小段
248,詔安段三小段
249,詔安段四小段
250,詔安段五小段
251,正大段一小段
252,正大段二小段
253,正大段三小段
254,牛埔段
255,中庄子段
256,西新庄子段
257,下埤頭段
258,朱厝崙段
259,三橋段
260,劍潭段
261,大直段
262,中崙段
263,上碑頭段
264,圓山段二十小段
265,大佳段一小段
266,大佳段二小段
267,敦化段一小段
268,濱江段一小段
269,濱江段二小段
270,濱江段三小段
271,金泰段
272,康寧段四小段
273,康寧段五小段
274,碧湖段一小段
275,碧湖段二小段
276,碧湖段三小段
277,碧湖段四小段
278,碧湖段五小段
279,潭美段一小段
280,潭美段二小段
281,潭美段三小段
282,潭美段四小段
283,東湖段一小段
284,東湖段二小段
285,東湖段三小段
286,東湖段四小段
287,東湖段五小段
288,東湖段六小段
289,東湖段七小段
290,東湖段八小段
291,內湖段新坡尾小段
292,內湖段山腳小段
293,內湖段港墘小段
294,內湖段頭小段
295,內湖段番子坡小段
296,新里族段五分小段
297,新里族段葫蘆洲小段
298,新里族段灣子小段
299,新里族段十四分小段
301,新里族段白石湖小段
302,新里族段內溝小段
303,新里族段十四分坡內小段
304,新里族段內溝火炭坑小段
305,新里族段羊稠小段
306,新里族段洲尾小段
307,新里族段粉寮小段
308,大湖段一小段
309,大湖段二小段
310,大湖段三小段
311,大湖段四小段
312,北勢湖段洲子小段
313,北勢湖段北勢湖小段
314,碧山段一小段
315,碧山段二小段
316,碧山段三小段
317,石潭段一小段
318,石潭段二小段
319,石潭段三小段
320,石潭段四小段
321,社后段社后下小段
322,舊宗段
323,安康段
324,文德段一小段
325,文德段二小段
326,文德段三小段
327,文德段四小段
328,文德段五小段
329,西湖段一小段
330,西湖段二小段
331,西湖段三小段
332,西湖段四小段
333,康寧段一小段
334,康寧段二小段
335,康寧段三小段
336,石潭段五小段
337,潭美段五小段
338,西松段一小段
339,西松段二小段
340,西松段三小段
341,美仁段一小段
342,美仁段二小段
343,寶清段一小段
344,寶清段二小段
345,寶清段三小段
346,寶清段四小段
347,寶清段五小段
348,寶清段六小段
349,寶清段七小段
350,延吉段一小段
351,延吉段二小段
352,延吉段三小段
353,延吉段四小段
354,延壽段一小段
355,敦化段一小段
356,敦化段二小段
357,敦化段三小段
358,敦化段四小段
359,敦化段五小段
360,逸仙段一小段
361,逸仙段二小段
362,逸仙段三小段
363,濱江段一小段
364,濱江段二小段
365,濱江段三小段
366,濱江段四小段
367,三興段一小段
368,三興段二小段
369,三興段三小段
370,永春段一小段
371,永春段二小段
372,永春段三小段
373,永吉段一小段
374,永吉段二小段
375,永吉段三小段
376,永吉段四小段
377,虎林段一小段
378,虎林段二小段
379,虎林段三小段
380,虎林段四小段
381,虎林段五小段
382,吳興段一小段
383,吳興段二小段
384,吳興段三小段
385,信義段一小段
386,信義段二小段
387,信義段三小段
388,信義段四小段
389,信義段五小段
390,祥和段一小段
391,祥和段二小段
392,祥和段三小段
393,祥和段四小段
394,雅祥段一小段
395,雅祥段二小段
396,雅祥段三小段
397,雅祥段四小段
398,福德段一小段
399,福德段二小段
400,福德段三小段
401,福德段四小段
402,民生段
403,玉成段三小段
404,玉成段五小段
405,新光段三小段
406,興雅段
407,三張段
408,松山段
409,中崙段
410,舊里族段
411,上塔悠段
412,頂東勢段
413,五分埔段
414,中坡段
415,玉成段一小段
416,玉成段二小段
417,玉成段三小段
418,玉成段四小段
419,玉成段五小段
420,南港段一小段
421,南港段二小段
422,南港段三小段
423,南港段四小段
424,新光段一小段
425,新光段二小段
426,新光段三小段
427,舊莊段一小段
428,舊莊段二小段
429,舊莊段三小段
430,舊莊段四小段
431,麗山段一小段
432,麗山段二小段
433,麗山段三小段
434,麗山段四小段
435,麗山段五小段
436,科段科小段
437,科段南港子小段
438,後山坡段
439,南港三重坡段
440,後山段
441,東新庄子段
442,經貿段
443,向陽段
444,永吉段一小段
445,虎林段一小段
446,福德段一小段
447,福德段四小段
448,大豐段一小段
449,大豐段二小段
450,大豐段三小段
451,中南段一小段
452,中南段二小段
453,中南段三小段
454,中南段四小段
455,中南段五小段
456,辛亥段二小段
457,逸仙段二小段
458,逸仙段三小段
459,三興段一小段
460,三興段二小段
461,三興段三小段
462,永春段一小段
463,永春段二小段
464,永春段三小段
465,永吉段一小段
466,永吉段二小段
467,永吉段三小段
468,永吉段四小段
469,虎林段一小段
470,虎林段三小段
471,虎林段四小段
472,虎林段五小段
473,吳興段一小段
474,吳興段二小段
475,吳興段三小段
476,信義段一小段
477,信義段二小段
478,信義段三小段
479,信義段四小段
480,信義段五小段
481,祥和段一小段
482,祥和段二小段
483,祥和段三小段
484,祥和段四小段
485,雅祥段一小段
486,雅祥段二小段
487,雅祥段三小段
488,雅祥段四小段
489,福德段一小段
490,福德段二小段
491,福德段三小段
492,福德段四小段
493,犂和段一小段
494,犂和段二小段
495,犂和段三小段
496,犂和段四小段
497,菁礐段頭湖小段
498,天母段一小段
499,天母段二小段
500,天母段三小段
501,天母段四小段
502,蘭雅段一小段
503,蘭雅段二小段
504,蘭雅段三小段
505,百齡段一小段
506,百齡段二小段
508,百齡段三小段
509,百齡段四小段
510,百齡段五小段
511,百齡段六小段
512,光華段一小段
513,光華段二小段
514,光華段三小段
515,光華段四小段
516,光華段五小段
517,陽明段一小段
518,陽明段二小段
519,陽明段三小段
520,陽明段四小段
521,福林段一小段
522,福林段二小段
523,福林段三小段
524,三玉段一小段
525,三玉段二小段
526,三玉段三小段
527,三玉段四小段
528,三玉段五小段
529,芝山段一小段
530,芝山段二小段
531,芝山段三小段
532,福順段一小段
533,福順段二小段
534,福順段三小段
535,永新段一小段
536,永新段二小段
537,永新段三小段
538,永新段四小段
539,海光段一小段
540,海光段二小段
541,海光段三小段
542,中州段
543,溪洲段一小段
544,溪洲段二小段
545,溪洲段三小段
546,富安段一小段
547,富安段二小段
548,富安段三小段
549,永平段一小段
550,永平段二小段
551,永平段三小段
552,永平段四小段
553,天山段一小段
554,天山段二小段
555,雙溪段重劃一小段
556,雙溪段外雙溪小段
557,雙溪段內雙溪小段
558,永福段拔子埔小段
559,永福段莊子頂小段
560,下東勢段
561,公館地段燒寮小段
562,公館地段新安小段
563,公館地段尾崙小段
564,坪頂段大平尾小段
565,坪頂段狗慇懃小段
566,菁礐段竹篙嶺小段
567,菁礐段大庄小段
568,菁礐段番子樹空小段
569,草山段冷水坑小段
570,草山段礦溪內小段
571,草山段山豬湖小段
572,草山段草山小段
573,草山段山子後小段
574,七股段
575,石角段員山子腳小段
576,石角段大石角小段
577,石角段玉稠湖小段
578,三角埔段大稻埕小段
579,三角埔段猴洞小段
580,三角埔段玉潮坑小段
581,三角埔段三角埔小段
582,洲尾段
583,洲美段一小段
584,洲美段二小段
585,至善段一小段
586,至善段二小段
587,至善段三小段
588,至善段四小段
589,至善段五小段
590,至善段六小段
591,至善段七小段
592,翠山段一小段
593,翠山段二小段
594,力行段一小段
595,力行段二小段
596,力行段三小段
597,芝蘭段一小段
598,芝蘭段二小段
599,芝蘭段三小段
600,芝蘭段四小段
601,華岡段一小段
602,華岡段二小段
603,華岡段三小段
604,華岡段四小段
605,華岡段五小段
606,平等段一小段
607,平等段二小段
608,平等段三小段
609,天玉段一小段
610,天玉段二小段
611,天玉段三小段
612,菁山段一小段
613,菁山段二小段
614,溪山段一小段
615,溪山段二小段
616,溪山段三小段
617,新安段一小段
618,新安段五小段
619,新安段二小段
620,新安段三小段
621,新安段四小段
622,新安段六小段
623,福德洋段福德洋小段
624,福德洋段舊街小段
625,福德洋段洲尾頭小段
626,林子口段林子口小段
627,社子段葫蘆堵小段
628,湳雅段德行小段
629,湖山段一小段
630,振興段一小段
631,振興段二小段
632,振興段三小段
633,振興段四小段
634,文林段一小段
635,文林段二小段
636,文林段三小段
637,文林段四小段
638,文林段五小段
639,立農段一小段
640,立農段二小段
641,立農段三小段
642,立農段四小段
643,立農段五小段
644,新民段一小段
645,新民段二小段
646,新民段三小段
647,新民段四小段
648,開明段一小段
649,開明段二小段
650,開明段三小段
651,大業段一小段
652,大業段二小段
653,大業段三小段
654,大業段四小段
655,大業段五小段
656,溫泉段一小段
657,溫泉段二小段
658,溫泉段三小段
659,溫泉段四小段
660,奇岩段一小段
661,奇岩段二小段
662,奇岩段三小段
663,奇岩段四小段
664,奇岩段五小段
665,奇岩段六小段
666,竹子湖段
667,頂北投段山腳小段
668,頂北投段十八分小段
669,頂北投段紗帽山小段
670,北投段
671,唭哩岸段
672,嗄嘮別段嗄嘮別小段
673,嗄嘮別段關渡小段
674,石牌段
675,桃源段一小段
676,桃源段二小段
677,桃源段三小段
678,桃源段四小段
679,桃源段五小段
680,秀山段一小段
681,秀山段二小段
682,秀山段三小段
683,關渡段一小段
684,關渡段二小段
685,關渡段三小段
686,八仙段一小段
687,八仙段二小段
688,豐年段一小段
689,豐年段二小段
690,豐年段三小段
691,豐年段四小段
692,洲美段一小段
693,洲美段二小段
694,行義段一小段
695,行義段二小段
696,行義段三小段
697,行義段四小段
698,崇仰段一小段
699,崇仰段二小段
700,崇仰段三小段
701,崇仰段四小段
702,泉源段一小段
703,泉源段二小段
704,泉源段三小段
705,泉源段四小段
706,大屯段一小段
707,大屯段二小段
708,大屯段三小段
709,大屯段四小段
710,湖山段二小段
711,湖山段三小段
712,湖田段一小段
713,湖田段二小段
714,三合段
715,龍泉段一小段
716,龍泉段二小段
717,龍泉段三小段
718,金華段一小段
719,金華段二小段
720,金華段三小段
721,金華段四小段
722,中正段一小段
723,中正段二小段
724,中正段三小段
725,瑞安段一小段
726,瑞安段二小段
727,瑞安段三小段
728,瑞安段四小段
729,通化段一小段
730,通化段二小段
731,通化段三小段
732,通化段四小段
733,通化段五小段
734,通化段六小段
735,仁愛段一小段
736,仁愛段二小段
737,仁愛段三小段
738,仁愛段四小段
739,仁愛段五小段
740,仁愛段六小段
741,學府段一小段
742,學府段二小段
743,學府段三小段
744,學府段四小段
745,復興段一小段
746,復興段二小段
747,復興段三小段
748,大安段一小段
749,大安段二小段
750,大安段三小段
751,臨沂段一小段
752,臨沂段二小段
753,臨沂段三小段
754,臨沂段四小段
755,懷生段一小段
756,懷生段二小段
757,懷生段三小段
758,懷生段四小段
759,辛亥段一小段
760,辛亥段二小段
761,辛亥段三小段
762,辛亥段四小段
763,辛亥段五小段
764,辛亥段六小段
765,繼光段一小段
766,繼光段二小段
767,繼光段三小段
768,繼光段四小段
769,繼光段五小段
770,繼光段六小段
771,自由段一小段
772,自由段二小段
773,自由段三小段
774,自由段四小段
775,自由段五小段
776,自由段六小段
777,自由段七小段
778,綠川段一小段
779,綠川段二小段
780,綠川段三小段
781,綠川段四小段
782,綠川段五小段
783,綠川段六小段
784,重慶段一小段
785,重慶段二小段
786,重慶段三小段
787,重慶段四小段
788,重慶段五小段
789,重慶段六小段
790,建國段一小段
791,建國段二小段
792,建國段三小段
793,建國段四小段
794,建國段五小段
795,仁愛段一小段
796,仁愛段二小段
797,仁愛段三小段
798,仁愛段四小段
799,仁愛段五小段
800,仁愛段六小段
801,仁愛段七小段
802,平等段一小段
803,平等段二小段
804,平等段三小段
805,平等段四小段
806,平等段五小段
807,平等段六小段
808,中墩段一小段
809,中墩段二小段
810,中墩段三小段
811,中墩段四小段
812,中墩段五小段
813,中墩段六小段
814,中墩段七小段
815,柳川段一小段
816,柳川段二小段
817,柳川段三小段
818,柳川段四小段
819,柳川段五小段
820,柳川段六小段
821,柳川段七小段
822,中華段一小段
823,中華段二小段
824,中華段三小段
825,中華段四小段
826,中華段五小段
827,中華段六小段
828,中華段七小段
829,旱溪段
830,尚武段
831,練武段
832,復興段一小段
833,復興段二小段
834,復興段三小段
835,復興段四小段
836,復興段五小段
837,復興段六小段
838,東勢子段
839,忠孝段一小段
840,忠孝段二小段
841,忠孝段三小段
842,忠孝段四小段
843,忠孝段五小段
844,忠孝段六小段
845,樂業段
846,立德段一小段
847,立德段二小段
848,立德段三小段
849,立德段四小段
850,立德段五小段
851,立德段六小段
852,花園段一小段
853,花園段二小段
854,花園段三小段
855,花園段四小段
856,花園段五小段
857,花園段六小段
858,頂橋子頭段
859,旱清段
860,旱平段
861,旱新段
862,振興段
863,麻園頭段
864,東昇段一小段
865,東昇段二小段
866,東昇段三小段
867,東昇段四小段
868,東昇段五小段
869,東昇段六小段
870,東昇段七小段
871,東昇段八小段
872,東昇段九小段
873,平和段
874,光明段一小段
875,光明段二小段
876,光明段三小段
877,光明段四小段
878,光明段五小段
879,光明段六小段
880,光明段七小段
881,民生段一小段
882,民生段二小段
883,民生段三小段
884,民生段四小段
885,民生段五小段
886,平民段一小段
887,平民段二小段
888,平民段三小段
889,平民段四小段
890,平民段五小段
891,平民段六小段
892,平民段七小段
893,平民段八小段
894,平民段九小段
895,利民段一小段
896,利民段二小段
897,利民段三小段
898,利民段四小段
899,利民段五小段
900,利民段六小段
901,利民段七小段
902,中民段一小段
903,中民段二小段
904,中民段三小段
905,中民段四小段
906,中民段五小段
907,中民段六小段
908,中民段七小段
909,中民段八小段
910,中民段九小段
911,三民段一小段
912,三民段二小段
913,三民段三小段
914,三民段四小段
915,三民段五小段
916,三民段六小段
917,三民段七小段
918,後子段
919,福壽段一小段
920,福壽段二小段
921,福壽段三小段
922,公館段
923,土庫段
924,大益段
925,半平厝段
926,萬安段一小段
927,萬安段二小段
928,萬安段三小段
929,萬安段四小段
930,萬安段五小段
931,萬安段六小段
932,萬安段七小段
933,萬安段八小段
934,萬安段九小段
935,正義段一小段
936,正義段二小段
937,正義段三小段
938,正義段四小段
939,正義段五小段
940,正義段六小段
941,正義段七小段
942,正義段八小段
943,正義段九小段
944,城隍段一小段
945,城隍段二小段
946,城隍段三小段
947,城隍段四小段
948,城隍段五小段
949,城隍段六小段
950,城隍段七小段
951,城隍段八小段
952,城隍段九小段
953,樹子腳段
954,番婆段
955,下橋子頭段
956,頂橋子頭段
957,信義段一小段
958,信義段二小段
959,信義段三小段
960,信義段四小段
961,信義段五小段
962,信義段六小段
963,信義段七小段
964,信義段八小段
965,信義段九小段
966,文正段
967,水源段
968,錦村段
969,乾溝子段
970,賴厝段
971,邱厝子段
972,中清段
973,中德段
974,中興段
975,東義段
976,東光段
977,鑫新平段
978,太祥段
979,太原段
980,太和段
981,太順段
982,四張犁段
983,水汴頭段
984,二分埔段
985,大政段
986,平田段
987,東正段
988,東山段
989,東新段
990,東信段
991,建安段
992,建功段
993,建和段
994,建業段
995,青萍段
996,青雲段
997,青田段
998,長生段
999,長安段
1000,長春段
1001,大觀段
1002,大興段
1003,大仁段
1004,崇德段
1005,昌平段
1006,軍和段
1007,軍福段
1008,倡和段
1009,景美段
1010,景東段
1011,大學段
1012,大滿段
1013,大湖段
1014,大榮段
1015,大昌段
1016,大盛段
1017,大華段
1018,大富段
1019,大貴段
1020,大豐段
1021,后庄子段
1022,上七張犁段
1023,三分埔段
1024,北屯段
1025,水湳段
1026,陳平段
1027,水景頭段
1028,舊社段
1029,軍功寮段
1030,大坑段
1031,子段
1032,同榮段
1033,仁和段
1034,仁美段
1035,仁德段
1036,松觀段
1037,松茂段
1038,松竹段
1039,松昌段
1040,東峰段
1041,景福段
1042,和平段
1043,南興段
1044,竹興段
1045,創研段
1046,福順段
1047,福和段
1048,龍富段
1049,西屯段
1050,潮洋段
1051,水堀頭段
1052,上牛埔子段
1053,林厝段
1054,下石碑段
1055,上石碑段
1056,馬龍潭段
1057,八張犁段
1058,港尾子段
1059,下七張犁段
1060,惠來厝段
1061,何厝段
1062,福安段
1063,中和段
1064,中義段
1065,中正段
1066,中仁段
1067,協和段
1068,大明段
1069,大墩段
1070,何安段
1071,永安段
1072,順安段
1073,信安段
1074,民安段
1075,國安段
1076,安和段
1077,順和段
1078,惠國段
1079,惠民段
1080,惠安段
1081,惠泰段
1082,惠順段
1083,廣順段
1084,廣昌段
1085,廣福段
1086,廣明段
1087,廣安段
1088,協成段
1089,協仁段
1090,協安段
1091,東林段
1092,安林段
1093,永林段
1094,福林段
1095,龍門段
1096,福星段
1097,福德段
1098,上石碑段湳子小段
1099,鑫港尾段
1100,鑫大鵬段
1101,生態段
1102,經貿段
1103,逢大段
1104,文商段
1105,永富段
1106,新富段
1107,建功段
1108,麻糍埔段
1109,下牛埔子段
1110,水碓段
1111,劉厝段
1112,三富段
1113,南屯段
1114,埔興段
1115,楓樹段
1116,文山段
1117,楓興段
1118,豐安段
1119,豐樂段
1120,知高段
1121,溝子墘段
1122,番社腳段
1123,三塊厝段
1124,田心段
1125,山子腳段
1126,黎明段
1127,同安厝段
1128,新生段
1129,鎮南段
1130,鎮安段
1131,永定段
1132,大進段
1133,大新段
1134,寶山段
1135,保安段
1136,春社段
1137,春安段
1138,豐功段
1139,豐富段
1140,豐業段
1141,惠仁段
1142,惠義段
1143,惠禮段
1144,惠智段
1145,惠信段
1146,寶文段
1147,台安段
1148,下楓樹腳段
1149,鎮平段
1150,新庄子段
1151,永定厝段
1152,永新段
1153,永春段
1154,長潭段
1155,日新段四小段
1156,日新段五小段
1157,日新段六小段
1158,日新段七小段
1159,忠義段一小段
1160,忠義段二小段
1161,忠義段三小段
1162,忠義段四小段
1163,忠義段五小段
1164,忠義段六小段
1165,港灣段一小段
1166,港灣段二小段
1167,港灣段三小段
1168,港灣段四小段
1169,中濱段
1170,祥豐段
1171,港濱段
1172,和平段
1173,八斗子段牛稠嶺小段
1174,八斗子段砂子園小段
1175,正隆段
1176,彭佳嶼段
1177,基隆嶼段
1178,棉花嶼段
1179,調和段
1180,日新段一小段
1181,日新段二小段
1182,日新段三小段
1183,海濱段一小段
1184,海濱段二小段
1185,海濱段三小段
1186,新店段一小段
1187,新店段二小段
1188,新店段三小段
1189,新店段四小段
1190,復興段一小段
1191,復興段二小段
1192,復興段三小段
1193,中央段一小段
1194,中央段二小段
1195,中央段三小段
1196,中央段四小段
1197,中興段一小段
1198,中興段二小段
1199,中興段三小段
1200,延平段
1201,南榮段
1202,南新段
1203,德厚段
1204,成功段
1205,延年段
1206,中正段一小段
1207,中正段二小段
1208,中正段三小段
1209,東信段一小段
1210,東信段二小段
1211,東信段三小段
1212,東信段四小段
1213,福祿段
1214,田寮段
1215,東明段
1216,深澳坑段深澳坑小段
1217,深澳坑段槓子寮小段
1218,深澳坑段深澳坑口小段
1219,光明段
1220,大水窟段
1221,深美段
1222,培德段
1223,深澳段
1224,基瑞段
1225,舊站段
1226,八堵段八堵北小段
1227,七堵段七堵小段
1228,七堵段連柑宅小段
1229,鶯歌石段石皮瀨小段
1230,鶯歌石段新山小段
1231,鶯歌石段鶯歌石小段
1232,鶯歌石段石厝坑小段
1233,港口段
1234,草濫段拔西猴小段
1235,草濫段後旦旦小段
1236,草濫段小坑小段
1237,草濫段草濫小段
1238,五堵段五堵北小段
1239,五堵段五堵南小段
1240,五堵段下坡小段
1241,瑪陵坑段東勢上股小段
1242,瑪陵坑段東勢中股小段
1243,瑪陵坑段東勢下股小段
1244,瑪陵坑段西勢內寮小段
1245,瑪陵坑段西勢仙洞湖小段
1246,瑪陵坑段西勢面桶寮小段
1247,六堵段
1248,六堵段工業小段
1249,友蚋段港口小段
1250,友蚋段七分寮小段
1251,友蚋段十四坑小段
1252,友蚋段赤皮湖小段
1253,友蚋段興化坑小段
1254,友蚋段鹿寮小段
1255,友蚋段樟空湖小段
1256,安國段
1257,明德段
1258,大華段
1259,工建段
1260,溪頭段
1261,長安段
1262,台五線段
1263,暖暖段東勢坑小段
1264,暖暖段西勢坑小段
1265,暖暖段過港小段
1266,暖暖段外西勢小段
1267,暖暖段暖暖小段
1268,碇內段碇內小段
1269,碇內段溪西股小段
1270,八堵段八堵南小段
1271,八德段
1272,源遠段
1273,過港段
1274,金華段
1275,德安段
1276,德育段
1277,中山段
1278,太平段
1279,大德段
1280,仁德段
1281,中和段
1282,內木山段
1283,外木山段
1284,仙洞段
1285,大竿林段
1286,榮華段
1287,協和段
1288,新武段
1289,鶯歌石段石皮瀨小段
1290,鶯歌石段新山小段
1291,鶯歌石段鶯歌石小段
1292,港口段
1293,安國段
1294,大竿林段
1295,觀音段
1296,保定段
1297,西定段
1298,榮華段
1299,大武崙段外寮小段
1300,大武崙段內寮小段
1301,大武崙段武崙小段
1302,代天府段
1303,新崙段
1304,情人湖段
1305,新會段
1306,武嶺段
1307,新城段
1308,麥金段
1309,康祥段
1310,北華段
1311,自強段
1312,立人段
1313,正興段
1314,鄭子寮段
1315,東豐段
1316,仁愛段
1317,華興段
1318,東興段
1319,開元段
1320,富台段
1321,延平段
1322,北門段一小段
1323,北門段二小段
1324,北門段三小段
1325,寶段一小段
1326,寶段二小段
1327,老松段一小段
1328,老松段二小段
1329,福住段一小段
1330,福住段二小段
1331,公園段
1332,成功段一小段
1333,成功段二小段
1334,成功段三小段
1335,三分子段
1336,北安段
1337,小北段
1338,裕民段
1339,文元段
1340,大興段
1341,大豐段
1342,大港段
1343,光賢段
1344,北元段
1345,實踐段
1346,正覺段
1347,安平段
1348,上鯤鯓段
1349,金華段
1350,新南段
1351,金城段
1352,海興段
1353,石門段
1354,妙壽段
1355,古堡段
1356,漁港段
1357,海口段
1358,漁光段
1359,觀音段
1360,中山段
1361,青年段
1362,銀同段
1363,永華段
1364,赤崁段
1365,普濟段
1366,永福段
1367,新美段
1368,福安段
1369,檨仔林段
1370,保西段
1371,中正段
1372,白金段
1373,港段一小段
1374,港段二小段
1375,永樂段一小段
1376,永樂段二小段
1377,永樂段三小段
1378,濱段一小段
1379,濱段二小段
1380,田段
1381,福住段一小段
1382,成光段
1383,孔廟段
1384,建業段
1385,東門段一小段
1386,開山段一小段
1387,開山段二小段
1388,開山段三小段
1389,郡王段
1390,南寧段
1391,南門段一小段
1392,南門段二小段
1393,南門段三小段
1394,泉段
1395,建興段
1396,永安段
1397,協進段
1398,臨安段
1399,保安段
1400,康樂段
1401,新段一小段
1402,新段二小段
1403,西門段一小段
1404,西門段二小段
1405,西門段三小段
1406,西門段四小段
1407,西門段五小段
1409,成功段二小段
1410,成功段三小段
1411,中正段一小段
1412,中正段二小段
1413,中山段一小段
1414,中山段二小段
1415,中山段三小段
1416,台段一小段
1417,台段二小段
1418,幸段一小段
1419,幸段二小段
1420,本段一小段
1421,本段二小段
1422,本段三小段
1423,本段四小段
1424,錦段一小段
1425,錦段二小段
1426,錦段三小段
1427,壽段一小段
1428,壽段二小段
1429,高砂段一小段
1430,高砂段二小段
1431,高砂段三小段
1432,永福段一小段
1433,永福段二小段
1434,永福段三小段
1435,永福段四小段
1436,清水段一小段
1437,清水段二小段
1438,清水段三小段
1439,白金段一小段
1440,白金段二小段
1441,白金段三小段
1442,白金段四小段
1443,白金段五小段
1444,花園段一小段
1445,花園段二小段
1446,頂美段
